,tasty,name,price,target,category,coffee
227,밸런스&과일,알렉세이션,"16,000원
200g","['매주 월, 화, 수, 목, 금 로스팅', '가벼운 산미', '블렌드', '미디엄 로스팅']","['에스프레소머신', '핸드드립', '콜드브루', '블랙 그대로', '우유 넣은 라떼']","['에티오피아 구지 함벨라 부쿠 사이사', '과테말라 플로르 델 로사리오 워시드']"
228,밸런스&부드러운,콜롬비아 타비 인디오 아나에로빅,"26,000원
200g","['매주 화 로스팅', '가벼운 산미', '싱글 오리진', '미디엄 로스팅', '직접 무역']","['핸드드립', '블랙 그대로']","['콜롬비아', '1650mm', '핀카 라 줄리아', '타비']"
229,상큼&깔끔한,콜롬비아 파넬라 스티키 핑크버번,"25,000원
200g","['매주 화 로스팅', '새콤한 산미', '싱글 오리진', '라이트 미디엄 로스팅']","['핸드드립', '블랙 그대로']","['콜롬비아', '1800mm', '이소스', '핑크버본']"
230,달콤&깔끔한,라이카의 여름,"14,000원
200g","['3일 내 볶은 원두만 배송', '가벼운 산미', '블렌드', '미디엄 로스팅']","['에스프레소머신', '핸드드립', '프렌치프레스', '블랙 그대로', '우유 넣은 라떼']","['코스타리카 재규어 브라운허니', '과테말라 라 글로리아', '에티오피아 아리차 에이미 G1 내추럴', '에티오피아 아리차 에이미 G1 워시드']"
231,상큼&부드러운,안녕잠비,"14,000원
200g","['3일 내 볶은 원두만 배송', '새콤한 산미', '블렌드', '라이트 로스팅']","['에스프레소머신', '핸드드립', '프렌치프레스', '블랙 그대로']","['에티오피아 웨스트 아르시 리피사 G1 내추럴', '에티오피아 예가체프 아리차 에이미 워시드', '에티오피아 예가체프 아리차 G1 내추럴']"
232,밸런스&달콤,나이트아울 블렌드,"12,000원
200g","['3일 내 볶은 원두만 배송', '약한 산미', '블렌드', '미디엄 로스팅', '공정 무역']","['에스프레소머신', '모카포트', '콜드브루', '우유 넣은 라떼']","['과테말라 안티구아 아카테 SHB 혼합종 워시드', '콜롬비아 쿤디나마르카 혼합종 워시드']"
233,달콤&쌉쌀,오드아이,"16,000원
220g","['3일 내 볶은 원두만 배송', '산미가 없어요', '블렌드', '다크 로스팅']","['핸드드립', '커피메이커', '에스프레소머신', '블랙 그대로', '우유 넣은 라떼', '설탕 넣어서']","['에티오피아 G1', '온두라스 내추럴', '에티오피아 G1 내추럴', '에티오피아 G2']"
234,쌉쌀&묵직한,모노톤,"11,000원
220g","['3일 내 볶은 원두만 배송', '산미가 없어요', '블렌드', '미디엄 다크 로스팅']","['핸드드립', '에스프레소머신', '콜드브루', '설탕 넣어서', '시럽 넣어서']","['과테말라', '브라질', '에티오피아 G1', '인도네시아 만델링', '에티오피아 G2']"
235,고소&견과류,디카페인 블렌드,"15,000원
200g","['3일 내 볶은 원두만 배송', '디카페인', '산미가 없어요', '블렌드', '다크 로스팅', '직접 무역']","['에스프레소머신', '핸드드립', '프렌치프레스', '블랙 그대로']","['과테말라', '에티오피아']"
236,달콤&과일,브라질 캄포 알레그레,"15,000원
200g","['3일 내 볶은 원두만 배송', '가벼운 산미', '싱글 오리진', '미디엄 로스팅', '직접 무역']","['핸드드립', '프렌치프레스', '에스프레소머신', '블랙 그대로']","['브라질', '캄포 알레그레', '미나스', '옐로 카투아이']"
237,상큼&과일,에티오피아 구지 우라가,"15,000원
200g","['3일 내 볶은 원두만 배송', '가벼운 산미', '싱글 오리진', '미디엄 로스팅', '직접 무역']","['핸드드립', '프렌치프레스', '에스프레소머신', '블랙 그대로']","['에티오피아', '고메로', '구지 우라가', '에얼룸']"
238,고소&밸런스,웨이브온 블렌드,"15,000원
200g","['3일 내 볶은 원두만 배송', '약한 산미', '블렌드', '미디엄 다크 로스팅', '직접 무역']","['에스프레소머신', '핸드드립', '커피메이커', '블랙 그대로', '우유 넣은 라떼']","['과테말라', '브라질', '에티오피아']"
239,밸런스&깔끔한,66도 블렌드,"10,000원
200g","['매주 월, 화, 수, 목, 금 로스팅', '산미가 없어요', '블렌드', '미디엄 로스팅']","['에스프레소머신', '커피메이커', '콜드브루', '블랙 그대로', '우유 넣은 라떼']","['과테말라', '콜롬비아', '에티오피아']"
240,달콤&부드러운,33도 블렌드,"14,000원
200g","['매주 월, 화, 수, 목, 금 로스팅', '가벼운 산미', '블렌드', '라이트 미디엄 로스팅']","['에스프레소머신', '핸드드립', '커피메이커', '블랙 그대로', '우유 넣은 라떼', '시럽 넣어서']","['에티오피아 내추럴', '에티오피아 허니']"
241,고소&묵직한,77도 블렌드,"10,000원
200g","['매주 월, 화, 수, 목, 금 로스팅', '산미가 없어요', '블렌드', '미디엄 다크 로스팅']","['에스프레소머신', '커피메이커', '모카포트', '블랙 그대로', '우유 넣은 라떼']","['과테말라', '브라질', '인도네시아']"
242,꽃향기&화사한,날아올라,"15,000원
200g","['3일 내 볶은 원두만 배송', '새콤한 산미', '싱글 오리진', '라이트 미디엄 로스팅', '직접 무역']","['핸드드립', '프렌치프레스', '커피메이커', '블랙 그대로', '우유 넣은 라떼']","['에티오피아', '1860-2160mm', '시다모', '74110 + 74112 + 74158']"
243,달콤&과일,봄의 제전,"17,000원
200g","['3일 내 볶은 원두만 배송', '새콤한 산미', '싱글 오리진', '라이트 미디엄 로스팅', '직접 무역']","['핸드드립', '에스프레소머신', '프렌치프레스', '블랙 그대로', '우유 넣은 라떼']","['에티오피아', '에티오피아', '비르투칸, 부투', '게뎁', '이디도', '에얼룸', '에얼룸 74112, 74110+74158']"
244,고소&부드러운,브릴리,"12,500원
200g","['3일 내 볶은 원두만 배송', '약한 산미', '싱글 오리진', '미디엄 다크 로스팅', '직접 무역']","['에스프레소머신', '핸드드립', '커피메이커', '블랙 그대로', '우유 넣은 라떼']","['브라질', '세르타오', '카르모', '1100-1450mm', '옐로우 버본']"
245,쌉쌀&깔끔한,비숲,"12,000원
200g","['3일 내 볶은 원두만 배송', '산미가 없어요', '블렌드', '다크 로스팅', '직접 무역']","['에스프레소머신', '콜드브루', '모카포트', '설탕 넣어서', '시럽 넣어서']","['인도 카르나타카 아티칸 워시드', '에티오피아 짐마 누라 내추럴']"
246,상큼&깔끔한,Seasonal Blend,"15,000원
200g","['매주 월, 화, 수, 목, 금 로스팅', '새콤한 산미', '블렌드', '라이트 미디엄 로스팅', '직접 무역']","['핸드드립', '커피메이커', '에어로프레스', '블랙 그대로']","['콜롬비아 안티오키아 라 수이자 카투라 워시드', '과테말라 엘 사포테 카투라 세미 워시드', '에티오피아 구지 지게사 에얼룸 내추럴']"
247,밸런스&깔끔한,Classic Blend,"13,000원
200g","['매주 월, 화, 수, 목, 금 로스팅', '약한 산미', '블렌드', '미디엄 다크 로스팅', '직접 무역']","['커피메이커', '모카포트', '핸드드립', '블랙 그대로', '설탕 넣어서']","['콜롬비아 안티오키아 라 수이자 카투라 워시드', '과테말라 산 로렌소 카투라 워시드', '코스타리카 Coopelibertad 카투라 워시드']"
248,쌉쌀&묵직한,Classic Plus Blend,"13,000원
200g","['매주 월, 화, 수, 목, 금 로스팅', '산미가 없어요', '블렌드', '다크 로스팅', '직접 무역']","['모카포트', '커피메이커', '에스프레소머신', '우유 넣은 라떼', '시럽 넣어서']","['콜롬비아 안티오키아 라 수이자 카투라 워시드', '과테말라 산 로렌소 카투라 워시드', '코스타리카 Coopelibertad 카투라 워시드']"
249,고소&부드러운,Decaffeinated Blend,"15,000원
200g","['매주 월, 화, 수, 목, 금 로스팅', '디카페인', '가벼운 산미', '블렌드', '미디엄 로스팅']","['커피메이커', '핸드드립', '에어로프레스', '블랙 그대로', '우유 넣은 라떼', '설탕 넣어서']","['에티오피아 사키소 테이드 디카페인 내추럴', '콜롬비아 산 아구스틴 디카페인', '과테말라 웨웨테낭고 디카페인']"
250,고소&쌉쌀,마리모,"13,000원
250g","['매주 월, 화, 수, 목, 금 로스팅', '산미가 없어요', '블렌드', '미디엄 다크 로스팅']","['모카포트', '커피메이커', '에스프레소머신', '블랙 그대로', '우유 넣은 라떼', '설탕 넣어서']","['브라질 산토스 NY2 FC 레드 카투아이 내추럴', '인도 와야나 AA 로부스타 워시드']"
251,밸런스&견과류,리들리,"15,000원
250g","['매주 월, 화, 수, 목, 금 로스팅', '약한 산미', '블렌드', '미디엄 다크 로스팅']","['에스프레소머신', '에어로프레스', '콜드브루', '블랙 그대로', '우유 넣은 라떼']","['브라질 세라도 NY2 FC 레드 카투아이 내추럴', '콜롬비아 톨리마 무헤레스 워시드']"
252,과일&깔끔한,몬스테라,"18,000원
250g","['매주 월, 화, 수, 목, 금 로스팅', '새콤한 산미', '블렌드', '미디엄 로스팅']","['에스프레소머신', '핸드드립', '콜드브루', '블랙 그대로', '우유 넣은 라떼']","['케냐 니에리 AA 혼합종 워시드', '에티오피아 예가체프 코케 G1 에얼룸 내추럴']"
253,초콜릿&묵직한,과테말라 안티구아 디카페인,"14,000원
150g","['3일 내 볶은 원두만 배송', '디카페인', '산미가 없어요', '싱글 오리진', '다크 로스팅']","['핸드드립', '콜드브루', '모카포트', '블랙 그대로']","['과테말라', '안티구아']"
254,꽃향기&은은한,에티오피아 G1 콩가,"14,000원
150g","['3일 내 볶은 원두만 배송', '새콤한 산미', '싱글 오리진', '미디엄 로스팅']","['핸드드립', '모카포트', '콜드브루', '블랙 그대로']","['에티오피아', '콩가협동조합', '게데오', '에얼룸']"
255,고소&쌉쌀,포스트업,"14,000원
200g","['매주 월, 화, 수, 목, 금 로스팅', '산미가 없어요', '블렌드', '다크 로스팅']","['에스프레소머신', '콜드브루', '핸드드립', '블랙 그대로', '우유 넣은 라떼']","['브라질 다테라 버본', '과테말라 웨웨테낭고 리오 아줄']"
256,밸런스&깔끔한,리볼브,"14,000원
200g","['매주 월, 화, 수, 목, 금 로스팅', '가벼운 산미', '블렌드', '미디엄 로스팅']","['에스프레소머신', '커피메이커', '핸드드립', '블랙 그대로', '우유 넣은 라떼']","['브라질 다테라 버본', '콜롬비아 나리노 라 유니온', '과테말라 웨웨테낭고 엘 린콘']"
257,깔끔한&달콤,BABY BLEND,"16,000원
250g","['매주 월, 화, 수, 목, 금 로스팅', '약한 산미', '블렌드', '미디엄 로스팅']","['에스프레소머신', '핸드드립', '블랙 그대로', '우유 넣은 라떼', '설탕 넣어서']","['에티오피아 리무 볼렌소 혼합종 내추럴', '인도 카르나타카 아티칸 워시드', '온두라스 마리사벨 블렌드 카투아이 워시드']"
258,묵직한&풍부한,HAUS BLEND,"16,000원
250g","['매주 월, 화, 수, 목, 금 로스팅', '산미가 없어요', '블렌드', '다크 로스팅']","['에스프레소머신', '핸드드립', '콜드브루', '블랙 그대로', '우유 넣은 라떼', '설탕 넣어서']","['온두라스 마리사벨 블렌드 카투아이 워시드', '인도 카르나타카 아티칸 워시드']"
259,초콜릿&과일,에티오피아 리무 볼렌소,"19,000원
250g","['매주 월, 화, 수, 목, 금 로스팅', '가벼운 산미', '싱글 오리진', '미디엄 다크 로스팅']","['핸드드립', '에스프레소머신', '콜드브루', '블랙 그대로', '우유 넣은 라떼', '설탕 넣어서']","['에티오피아', '리무 볼레소', '74110 + 74112 + 74165']"
260,쌉쌀&묵직한,STRONG BLEND,"11,500원
200g","['3일 내 볶은 원두만 배송', '산미가 없어요', '블렌드', '다크 로스팅']","['에스프레소머신', '커피메이커', '모카포트', '블랙 그대로', '우유 넣은 라떼', '설탕 넣어서']","['과테말라', '브라질', '인도 로부스타']"
261,초콜릿&과일,ESPRESSO 1,"12,500원
200g","['3일 내 볶은 원두만 배송', '가벼운 산미', '블렌드', '미디엄 로스팅']","['에스프레소머신', '핸드드립', '커피메이커', '블랙 그대로']","['과테말라', '브라질', '콜롬비아', '에티오피아']"
262,초콜릿&묵직한,ESPRESSO 2,"12,500원
200g","['3일 내 볶은 원두만 배송', '약한 산미', '블렌드', '다크 로스팅', '직접 무역']","['에스프레소머신', '커피메이커', '콜드브루', '블랙 그대로', '우유 넣은 라떼']","['콜롬비아', '온두라스']"
263,과일&풍부한,ESPRESSO 3s,"13,500원
200g","['3일 내 볶은 원두만 배송', '가벼운 산미', '블렌드', '다크 로스팅', '직접 무역']","['에스프레소머신', '핸드드립', '콜드브루', '블랙 그대로', '우유 넣은 라떼', '설탕 넣어서']","['에티오피아', '온두라스']"
264,달콤&초콜릿,CLASSIC BLEND,"11,500원
200g","['3일 내 볶은 원두만 배송', '가벼운 산미', '블렌드', '다크 로스팅', '직접 무역']","['에스프레소머신', '모카포트', '커피메이커', '블랙 그대로', '설탕 넣어서']","['과테말라', '에티오피아']"
265,고소&묵직한,리버벨 블렌드 A,"11,000원
150g","['매주 월, 화, 수, 목, 금 로스팅', '약한 산미', '블렌드', '미디엄 다크 로스팅']","['에스프레소머신', '핸드드립', '콜드브루', '블랙 그대로', '우유 넣은 라떼']","['브라질 내추럴', '에티오피아 워시드', '인도 워시드']"
266,과일&은은한,리버벨 블렌드 B,"12,000원
150g","['매주 월, 화, 수, 목, 금 로스팅', '새콤한 산미', '블렌드', '라이트 미디엄 로스팅']","['핸드드립', '에스프레소머신', '콜드브루', '블랙 그대로', '우유 넣은 라떼']","['에티오피아 시다모 워시드', '에티오피아 G1 콩가 내추럴']"
267,밸런스&깔끔한,안목 블렌드,"13,000원
200g","['매주 월, 화, 수, 목, 금 로스팅', '새콤한 산미', '블렌드', '미디엄 다크 로스팅']","['에스프레소머신', '모카포트', '커피메이커', '블랙 그대로']","['과테말라 안티구아 SHB', '에티오피아 예가체프 G2 코체레', '코스타리카 볼칸 아술 볼칸시토 화이트 허니']"
268,고소&부드러운,문래 블렌드,"13,000원
200g","['매주 월, 화, 수, 목, 금 로스팅', '산미가 없어요', '블렌드', '미디엄 다크 로스팅']","['에스프레소머신', '모카포트', '커피메이커', '우유 넣은 라떼', '설탕 넣어서', '시럽 넣어서']","['에티오피아 게데오 예가체프 Biloya 에얼룸 내추럴', '브라질 미나스 제라이스 카르모 드 미나스 옐로우 버본 내추럴']"
269,고소&묵직한,이탈리안잡 블렌드,"13,000원
200g","['매주 월, 화, 수, 목, 금 로스팅', '약한 산미', '블렌드', '미디엄 다크 로스팅']","['에스프레소머신', '핸드드립', '모카포트', '블랙 그대로', '우유 넣은 라떼', '설탕 넣어서']","['콜롬비아 워시드', '엘살바도르 워시드']"
270,밸런스&깔끔한,클래식 블렌드,"14,000원
200g","['매주 월, 화, 수, 목, 금 로스팅', '가벼운 산미', '블렌드', '미디엄 로스팅']","['에스프레소머신', '핸드드립', '블랙 그대로']","['콜롬비아 워시드', '엘살바도르 워시드']"
271,쌉쌀&묵직한,디카페인 올 데이 블렌드,"10,600원
200g","['매주 월, 화, 수, 목, 금 로스팅', '디카페인', '약한 산미', '블렌드', '다크 로스팅']","['에스프레소머신', '커피메이커', '프렌치프레스', '블랙 그대로']","['과테말라 웨웨테낭고 SHB 워시드', '브라질 산토스 NY2 워시드', '에티오피아 예가체프 G2-G4 내추럴']"
272,밸런스&부드러운,디카페인 과테말라 블렌드,"10,600원
200g","['매주 월, 화, 수, 목, 금 로스팅', '디카페인', '가벼운 산미', '블렌드', '미디엄 다크 로스팅']","['핸드드립', '에스프레소머신', '콜드브루', '블랙 그대로', '우유 넣은 라떼', '시럽 넣어서']",['과테말라 웨웨테낭고 SHB 워시드']
273,과일&화사한,디카페인 에티오피아 블렌드,"10,600원
200g","['매주 월, 화, 수, 목, 금 로스팅', '디카페인', '새콤한 산미', '블렌드', '라이트 미디엄 로스팅']","['핸드드립', '콜드브루', '블랙 그대로', '우유 넣은 라떼']",['에티오피아 예가체프 내추럴']
274,고소&상큼,상큼한초밥 블렌딩,"9,000원
200g","['3일 내 볶은 원두만 배송', '가벼운 산미', '블렌드', '미디엄 다크 로스팅']","['모카포트', '핸드드립', '에스프레소머신', '블랙 그대로', '우유 넣은 라떼', '설탕 넣어서']","['브라질 세라도 NY2 파인컵 네추럴', '에티오피아 테피 게이샤 G2 워시드']"
275,고소&밸런스,고소한쌀밥 블렌딩,"9,000원
200g","['3일 내 볶은 원두만 배송', '산미가 없어요', '블렌드', '미디엄 다크 로스팅']","['에스프레소머신', '핸드드립', '모카포트', '블랙 그대로', '우유 넣은 라떼', '설탕 넣어서']","['브라질 세라도 NY2 파인컵 네추럴', '엘살바도르 서부 Apaneca-llamatepec SHG 워시드']"
276,초콜릿&묵직한,"시티, 서울","18,000원
200g","['매주 일, 화 로스팅', '가벼운 산미', '블렌드', '미디엄 다크 로스팅']","['핸드드립', '모카포트', '에스프레소머신', '블랙 그대로', '우유 넣은 라떼']","['브라질 세라도 파트로시노 파젠다 산토 안토니오 내추럴', '콜롬비아 칼다스 리사랄다 수프리모 워시드', '인도 치크마갈로루 카타카 Badra Estate & Industries Ltd. 워시드']"
277,밸런스&고소,우일라 디카페인,"16,000원
200g","['3일 내 볶은 원두만 배송', '디카페인', '가벼운 산미', '싱글 오리진', '미디엄 다크 로스팅']","['에스프레소머신', '콜드브루', '커피메이커', '블랙 그대로', '우유 넣은 라떼', '설탕 넣어서']","['콜롬비아', '제노바', '퀸디오', '카투라+콜롬비아+카스티요']"
278,고소&밸런스,콜롬비아 디카페인,"15,000원
200g","['매주 월 로스팅', '디카페인', '약한 산미', '싱글 오리진', '미디엄 로스팅']","['에스프레소머신', '핸드드립', '콜드브루', '블랙 그대로', '우유 넣은 라떼']","['콜롬비아', '수로에스떼', '티피카+카투라']"
279,고소&쌉쌀,콜롬비아 디카페인,"15,000원
200g","['3일 내 볶은 원두만 배송', '디카페인', '산미가 없어요', '싱글 오리진', '다크 로스팅']","['에스프레소머신', '모카포트', '핸드드립', '블랙 그대로', '우유 넣은 라떼']","['콜롬비아', '후일라', '카투라+티피카']"
280,쌉쌀&깔끔한,디카프리오,"15,000원
200g","['매주 월, 화, 수, 목, 금 로스팅', '디카페인', '가벼운 산미', '싱글 오리진', '미디엄 다크 로스팅', '유기농 커피', '공정 무역', '직접 무역']","['핸드드립', '에어로프레스', '모카포트', '블랙 그대로', '우유 넣은 라떼']","['페루', 'APAS VAHU', '차차포야스', '1900-2200mm', '버본+티피카+카투아이+카투라+문도노보+파치']"
281,쌉쌀&깔끔한,풍요로운 땅,"12,500원
200g","['매주 월, 화, 수, 목, 금 로스팅', '가벼운 산미', '블렌드', '다크 로스팅', '직접 무역']","['에스프레소머신', '모카포트', '커피메이커', '블랙 그대로', '우유 넣은 라떼', '설탕 넣어서']","['페루 카하마르카 산이그나시오 워시드', '브라질 카르모 세하네그라 내추럴', '콜롬비아 나리노 워시드']"
282,달콤&과일,다크우드,"13,500원
200g","['매주 월, 화, 수, 목, 금 로스팅', '가벼운 산미', '블렌드', '다크 로스팅', '직접 무역']","['에스프레소머신', '콜드브루', '모카포트', '블랙 그대로', '우유 넣은 라떼', '시럽 넣어서']","['과테말라 웨웨테낭고 와이칸 워시드', '에티오피아 이디도 비르투칸 부투 혼합종 내추럴']"
283,밸런스&과일,숲,"13,500원
200g","['매주 월, 화, 수, 목, 금 로스팅', '가벼운 산미', '블렌드', '미디엄 다크 로스팅', '직접 무역']","['에스프레소머신', '에어로프레스', '핸드드립', '블랙 그대로', '우유 넣은 라떼']","['에티오피아 워르카 워시드', '브라질 카르모 내추럴']"
284,달콤&부드러운,위WE,"14,000원
200g","['매주 월, 화, 수, 목, 금 로스팅', '새콤한 산미', '블렌드', '미디엄 로스팅', '직접 무역']","['핸드드립', '커피메이커', '프렌치프레스', '블랙 그대로', '우유 넣은 라떼']","['과테말라 웨웨테낭고 풀리 워시드', '에티오피아 워르카 워시드']"
285,밸런스&달콤,젠틀레인 디카페인,"13,000원
250g","['매주 화 로스팅', '디카페인', '약한 산미', '블렌드', '미디엄 다크 로스팅']","['에스프레소머신', '콜드브루', '핸드드립', '블랙 그대로', '우유 넣은 라떼', '설탕 넣어서']","['브라질 세하도 내추럴 스위스워터 디카페인', '에티오피아 지데오 워르카 에얼룸 내추럴 스위스워터 디카페인']"
286,상큼&깔끔한,빈야도르 블렌드,"15,000원
200g","['매주 월, 화, 수, 목, 금 로스팅', '새콤한 산미', '블렌드', '라이트 로스팅']","['핸드드립', '커피메이커', '에스프레소머신', '블랙 그대로', '우유 넣은 라떼']","['콜롬비아 우일라 라 플라타 워시드', '에티오피아 샤키소 타데 G1 워리쇼 구루메 내추럴']"
287,밸런스&부드러운,르네테르 블렌드,"16,000원
200g","['3일 내 볶은 원두만 배송', '약한 산미', '블렌드', '미디엄 로스팅']","['핸드드립', '커피메이커', '에스프레소머신', '블랙 그대로', '우유 넣은 라떼', '설탕 넣어서']","['과테말라 웨웨테낭고 워시드', '온두라스 라빠스 워시드', '코스타리카 돈카이토 카투아이 화이트 허니']"
288,과일&부드러운,에티오피아 베레게티 게이샤 G1 내추럴,"16,000원
200g","['매주 월, 화, 수, 목, 금 로스팅', '가벼운 산미', '싱글 오리진', '라이트 미디엄 로스팅']","['에스프레소머신', '핸드드립', '커피메이커', '블랙 그대로', '우유 넣은 라떼']","['에티오피아', '토레 디스트릭트', '오로미아 구지', '게이샤']"
289,상큼&달콤,램블 블렌드,"16,000원
200g","['3일 내 볶은 원두만 배송', '새콤한 산미', '블렌드', '라이트 미디엄 로스팅']","['핸드드립', '커피메이커', '프렌치프레스', '블랙 그대로']","['에티오피아 게뎁 우리 G1', '에티오피아 예가체프 G1']"
290,달콤&밸런스,딥씨 블렌드,"14,000원
200g","['3일 내 볶은 원두만 배송', '가벼운 산미', '블렌드', '미디엄 로스팅']","['핸드드립', '커피메이커', '콜드브루', '블랙 그대로', '우유 넣은 라떼']","['콜롬비아 나리노 산 안토니오', '에티오피아 게뎁 우리 G1', '과테말라 와이칸 워시드']"
291,달콤&쌉쌀,공단향 블렌드,"14,000원
200g","['3일 내 볶은 원두만 배송', '약한 산미', '블렌드', '다크 로스팅']","['에스프레소머신', '에어로프레스', '모카포트', '우유 넣은 라떼', '설탕 넣어서']","['콜롬비아 나리노 산 안토니오', '에티오피아 게뎁 우리 G1', '케냐 AA Top 니에리']"
292,밸런스&고소,클래식 블렌드,"12,000원
200g","['3일 내 볶은 원두만 배송', '산미가 없어요', '블렌드', '미디엄 다크 로스팅']","['에스프레소머신', '모카포트', '커피메이커', '블랙 그대로', '우유 넣은 라떼']","['인도 마이소르 너겟', '콜롬비아 후일라 몬테벨로', '코스타리카 Coopelibertad']"
293,고소&묵직한,릴리슈슈,"14,000원
200g","['3일 내 볶은 원두만 배송', '산미가 없어요', '블렌드', '미디엄 다크 로스팅']","['에스프레소머신', '모카포트', '핸드드립', '블랙 그대로', '우유 넣은 라떼']","['에티오피아 시다모 구지 G2 워시드', '콜롬비아 월드 헤리티지 유네스코 워시드', '에티오피아 아리차 에이미 G1 워시드']"
294,묵직한&쌉쌀,강배전 블렌드,"15,000원
200g","['매주 화, 수, 목, 금, 토 로스팅', '산미가 없어요', '블렌드', '다크 로스팅', '직접 무역']","['핸드드립', '모카포트', '콜드브루', '블랙 그대로', '우유 넣은 라떼', '설탕 넣어서']","['케냐 오타야 니에리 AA+ 워시드', '탄자니아 모시 AA 워시드', '브라질 세라도 판타노 NY23 BSCA 옐로우 버본 내추럴', '콜롬비아 나리노 카투라 카스틸로 수프리모 워시드']"
295,밸런스&묵직한,중배전 블렌드,"15,000원
200g","['매주 화, 수, 목, 금, 토 로스팅', '약한 산미', '블렌드', '미디엄 다크 로스팅', '공정 무역']","['핸드드립', '모카포트', '에스프레소머신', '블랙 그대로', '우유 넣은 라떼', '설탕 넣어서']","['인도네시아 타켕온 잔퉁 팀팀 웻 훌링', '케냐 오타야 니에리 AA+ 워시드', '과테말라 안티구아 SHB EP 워시드', '브라질 세라도 판타노 NY23 BSCA 옐로우 버본 내추럴']"
296,밸런스&깔끔한,싸우스폴 블렌드,"14,000원
200g","['매주 월, 화, 수, 목, 금 로스팅', '산미가 없어요', '블렌드', '미디엄 다크 로스팅']","['에스프레소머신', '모카포트', '콜드브루', '블랙 그대로', '우유 넣은 라떼', '시럽 넣어서']","['브라질 카모', '인도네시아 자바 랑구르']"
297,달콤&부드러운,과테말라 웨웨테낭고 SHB 디카페인,"16,000원
200g","['매주 월, 화, 수, 목, 금 로스팅', '디카페인', '약한 산미', '싱글 오리진', '미디엄 다크 로스팅']","['에스프레소머신', '핸드드립', '커피메이커', '블랙 그대로', '우유 넣은 라떼']","['과테말라', '웨웨테낭고', '카투라 + 카투아이 + A-14']"
298,화사한&풍부한,BACS 시그니처 블렌드,"15,000원
200g","['매주 금, 토 로스팅', '새콤한 산미', '블렌드', '미디엄 로스팅']","['핸드드립', '에스프레소머신', '커피메이커', '우유 넣은 라떼', '설탕 넣어서', '시럽 넣어서']","['에티오피아 예가체프 워시드', '콜롬비아 후일라 워시드', '과테말라 안티구아 워시드']"
